X,Y,OBJECTID,Plant_Code,Plant_Name,Utility_ID,Utility_Name,sector_name,Street_Address,City,County,State,Zip,PrimSource,source_desc,tech_desc,Install_MW,Total_MW,Bat_MW,Bio_MW,Coal_MW,Geo_MW,Hydro_MW,HydroPS_MW,NG_MW,Nuclear_MW,Crude_MW,Solar_MW,Wind_MW,Other_MW,Source,Period,Longitude,Latitude
-10866015.7214,4634570.6019,37953,7515,McPherson 3,12208,City of McPherson - (KS),Electric Utility,1486 17th Avenue,McPherson,McPherson,Kansas,67460,natural gas,Natural Gas = 80.2 MW,Natural Gas Fired Combustion Turbine,115.6,80.2,,,,,,,80.2,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-97.61108,38.38932
-13521131.0714,4642578.3222,37955,7527,Carson Ice-Gen Project,16534,Sacramento Municipal Util Dist,Electric Utility,Franklin Blvd,Sacramento,Sacramento,California,95758,natural gas,Natural Gas = 109 MW,Natural Gas Fired Combined Cycle; Natural Gas Fired Combustion Turbine;,125.5,109,,,,,,,109,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-121.462387,38.445681
-8693835.3806,4215067.3618,37956,7538,Wayne County,3046,Duke Energy Progress - (NC),Electric Utility,1199 Black Church Road,Goldsboro,Wayne,North Carolina,27530,natural gas,Natural Gas = 822 MW,Natural Gas Fired Combustion Turbine,979.7,822,,,,,,,822,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-78.098052,35.375789
-10807537.1438,4400120.7656,37959,7546,Ponca City,14077,Oklahoma Municipal Power Authority,Electric Utility,1420 N. Union,Ponca City,Kay,Oklahoma,74601,natural gas,Natural Gas = 106.8 MW,Natural Gas Fired Combined Cycle; Natural Gas Fired Combustion Turbine;,134.3,106.8,,,,,,,106.8,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-97.085758,36.71979
-13514200.4312,4654704.1666,37961,7551,SCA Cogen 2,16534,Sacramento Municipal Util Dist,Electric Utility,Fruitrige Rd,Sacramento,Sacramento,California,95824,natural gas,Natural Gas = 176.6 MW,Natural Gas Fired Combined Cycle; Natural Gas Fired Combustion Turbine;,193.4,176.6,,,,,,,176.6,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-121.400128,38.530943
-13522368.1649,4651866.6146,37962,7552,SPA Cogen 3,16534,Sacramento Municipal Util Dist,Electric Utility,Freeport Blvd,Sacramento,Sacramento,California,95824,natural gas,Natural Gas = 178 MW,Natural Gas Fired Combined Cycle,173.9,178,,,,,,,178,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-121.4735,38.511
-10672014.0128,4963215.5416,37963,7555,Nebraska City # 2,13334,City of Nebraska City,Electric Utility,Industrial Rd & Bagel Dr,Nebraska,Otoe,Nebraska,68410,natural gas,"Natural Gas = 8 MW, Petroleum = 4.2 MW",Natural Gas Internal Combustion Engine; Petroleum Liquids;,13.5,12.2,,,,,,,8,,4.2,,,,"EIA-860, EIA-860M and EIA-923",202406,-95.868333,40.6661
-9903037.5607,4932064.1743,37964,7556,State Farm,56076,State Farm Insurance,Commercial Non-CHP,2102 E. Hamilton Rd.,Bloomington,McLean,Illinois,61791,petroleum,Petroleum = 5.1 MW,Petroleum Liquids,5.1,5.1,,,,,,,,,5.1,,,,"EIA-860, EIA-860M and EIA-923",202406,-88.9605,40.4535
-10504949.9511,5115352.1022,37966,7584,Panora,14433,City of Panora - (IA),Electric Utility,102 NW 2nd Street,Panora,GUTHRIE,Iowa,50216,petroleum,Petroleum = 4.5 MW,Petroleum Liquids,4.5,4.5,,,,,,,,,4.5,,,,"EIA-860, EIA-860M and EIA-923",202406,-94.367571,41.694673
-9260479.196,4930250.3028,37970,7603,Prospect Municipal,40577,"American Mun Power-Ohio, Inc",Electric Utility,139 N. Main St.,Prospect,Marion,Ohio,43342,petroleum,Petroleum = 1.8 MW,Petroleum Liquids,1.8,1.8,,,,,,,,,1.8,,,,"EIA-860, EIA-860M and EIA-923",202406,-83.1883,40.4411
-10038557.9088,4381445.6546,37971,7604,St Francis Energy Facility,924,"Associated Electric Coop, Inc",Electric Utility,40753 County Road 101,Campbell,Dunklin,Missouri,63933,natural gas,Natural Gas = 434 MW,Natural Gas Fired Combined Cycle,506.6,434,,,,,,,434,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-90.1779,36.5852
-13661751.2993,5724390.0075,37972,7605,River Road Gen Plant,3660,PUD No 1 of Clark County - (WA),Electric Utility,5201 N W Lower River Road,Vancouver,Clark,Washington,98660,natural gas,Natural Gas = 230 MW,Natural Gas Fired Combined Cycle,248,230,,,,,,,230,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-122.7256,45.6497
-8323263.2598,4888219.438,37975,7690,Pennsbury,54842,WM Renewable Energy LLC,IPP Non-CHP,1414 Bordentown Rd,Morrisville,Bucks,Pennsylvania,19067,biomass,Biomass = 4 MW,Landfill Gas,6,4,,4,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-74.769146,40.153128
-9796412.4128,3667112.1922,37976,7697,Washington County Cogeneration Facility,195,Alabama Power Co,Electric Utility,Highway 43,McIntosh,Washington,Alabama,36553,natural gas,Natural Gas = 100 MW,Natural Gas Fired Combined Cycle,122.5,100,,,,,,,100,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-88.00267,31.26423
-9631965.6951,3804101.854,37977,7698,General Electric Plastic,195,Alabama Power Co,Electric Utility,Hwy. 43 & County Road 18,Burkeville,Lowndes,Alabama,36752,natural gas,Natural Gas = 84.5 MW,Natural Gas Fired Combined Cycle,97,84.5,,,,,,,84.5,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-86.52542,32.310226
-9111438.6504,3217034.1927,37978,7699,Tiger Bay,6455,"Duke Energy Florida, LLC",Electric Utility,3219 County Road 630 West,Ft. Meade,Polk,Florida,33841,natural gas,Natural Gas = 199 MW,Natural Gas Fired Combined Cycle,278.1,199,,,,,,,199,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-81.849446,27.746369
-9283791.835,4034478.8645,37979,7709,Dahlberg,17650,Southern Power Co,IPP Non-CHP,585 Jarrett Road,Nicholson,Jackson,Georgia,30565,natural gas,Natural Gas = 745.6 MW,Natural Gas Fired Combustion Turbine,919,745.6,,,,,,,745.6,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-83.397721,34.042267
-9473010.3678,3843360.9341,37980,7710,H Allen Franklin Combined Cycle,17650,Southern Power Co,IPP Non-CHP,6109 Lee Road 249,Smiths,Lee,Alabama,36877,natural gas,Natural Gas = 1901.8 MW,Natural Gas Fired Combined Cycle,1995.7,1901.8,,,,,,,1901.8,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-85.0975,32.6078
-9699867.3562,3579885.5113,37981,7715,Pea Ridge,6452,Florida Power & Light Co,Electric Utility,4575 Highway 90,Pace,Santa Rosa,Florida,32571,natural gas,Natural Gas = 12 MW,Natural Gas Fired Combustion Turbine,14.1,12,,,,,,,12,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-87.135391,30.59208
-9863651.6117,3835828.1983,37982,7719,Meridian,18642,Tennessee Valley Authority,Electric Utility,255 Rosenbaum Avenue,Meridian,Lauderdale,Mississippi,39309,petroleum,Petroleum = 9 MW,Petroleum Liquids,9,9,,,,,,,,,9,,,,"EIA-860, EIA-860M and EIA-923",202406,-88.60669,32.55078
-9810417.184,3571271.2916,37983,7721,Theodore Cogen Facility,195,Alabama Power Co,Electric Utility,Industrial Blvd.,Theodore,Mobile,Alabama,36582,natural gas,Natural Gas = 231 MW,Natural Gas Fired Combined Cycle,317.4,231,,,,,,,231,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-88.128477,30.525445
-16977006.4805,7911146.8306,37985,7723,Nymans Plant Microgrid,10433,Kodiak Electric Assn Inc,Electric Utility,Seafarer Dr. Building 12,Kodiak,Kodiak Island,Alaska,99619,petroleum,Petroleum = 9.8 MW,Petroleum Liquids,10,9.8,,,,,,,,,9.8,,,,"EIA-860, EIA-860M and EIA-923",202406,-152.507044,57.731608
-13717166.1418,5573930.1435,37986,7725,Coffin Butte,14323,Pacific Northwest Generating Coop,Electric Utility,29160 Coffin Butte Road,Corvallis,Benton,Oregon,97330,biomass,Biomass = 5.6 MW,Landfill Gas,5.6,5.6,,5.6,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-123.2234,44.6969
-10000962.3111,4420752.2899,37987,7749,Essex,924,"Associated Electric Coop, Inc",Electric Utility,24201 State Hwy E,Essex,Stoddard,Missouri,63846,natural gas,Natural Gas = 94 MW,Natural Gas Fired Combustion Turbine,121.2,94,,,,,,,94,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-89.840173,36.868206
-10552119.2476,4907838.5603,37990,7754,Nodaway,924,"Associated Electric Coop, Inc",Electric Utility,31491 300th Street,Conception Junction,Nodaway,Missouri,64434,natural gas,Natural Gas = 171 MW,Natural Gas Fired Combustion Turbine,315.6,171,,,,,,,171,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-94.7913,40.2877
-10606194.2488,4331219.3865,37991,7757,Chouteau,924,"Associated Electric Coop, Inc",Electric Utility,5873 Hunt St,Pryor,Mayes,Oklahoma,74361,natural gas,Natural Gas = 901 MW,Natural Gas Fired Combined Cycle,1069.6,901,,,,,,,901,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-95.277064,36.222058
-10293835.7651,5271222.6078,37992,7758,South Plant,20214,Waverly Municipal Elec Utility,Electric Utility,10th Ave SW,Waverly,Bremer,Iowa,50677,petroleum,Petroleum = 11.4 MW,Petroleum Liquids,12,11.4,,,,,,,,,11.4,,,,"EIA-860, EIA-860M and EIA-923",202406,-92.4711,42.7317
-9600643.7299,4851792.0705,37993,7759,Georgetown,9273,Indianapolis Power & Light Co,Electric Utility,Georgetown Road,Indianapolis,Marion,Indiana,46268,natural gas,Natural Gas = 316.4 MW,Natural Gas Fired Combustion Turbine,340,316.4,,,,,,,316.4,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-86.24405,39.902556
-9757578.3858,4881376.0809,37994,7760,Tilton,65379,"Earthrise Energy, PBC",IPP Non-CHP,80 West 1st Street,Tilton,Vermilion,Illinois,61833,natural gas,Natural Gas = 182 MW,Natural Gas Fired Combustion Turbine,188,182,,,,,,,182,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-87.653818,40.106125
-9518250.6088,4859085.6729,37995,7763,Henry County,15470,"Duke Energy Indiana, LLC",Electric Utility,6045 West SR 38,New Castle,Henry,Indiana,47362,natural gas,Natural Gas = 126 MW,Natural Gas Fired Combustion Turbine,181.5,126,,,,,,,126,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-85.5039,39.9528
-9316918.1778,4003572.67,37996,7764,MPC Generating,59421,"SEPG Operating Services, LLC MPC",IPP Non-CHP,208 Cherry Hill Road,Monroe,Walton,Georgia,30656,natural gas,Natural Gas = 302.5 MW,Natural Gas Fired Combustion Turbine,386.1,302.5,,,,,,,302.5,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-83.6953,33.8119
-10601759.0576,4519443.3213,37997,7766,Erie Energy Center,5957,City of Erie - (KS),Electric Utility,621 Power Drive,Erie,Neosho,Kansas,66733,petroleum,Petroleum = 20 MW,Petroleum Liquids,20,20,,,,,,,,,20,,,,"EIA-860, EIA-860M and EIA-923",202406,-95.237222,37.574167
-12648870.392,4444962.2452,37998,7767,Bloomington Power Plant,17874,City of St George,Electric Utility,3780 S. 155 W.,Bloomington,Washington,Utah,84780,petroleum,Petroleum = 9 MW,Petroleum Liquids,10.2,9,,,,,,,,,9,,,,"EIA-860, EIA-860M and EIA-923",202406,-113.626736,37.041997
-9359742.7859,3683098.0689,37999,7768,Sowega Power,17690,SOWEGA Power LLC,Electric Utility,2237 Hatcher Hill Rd.,Baconton,Mitchell,Georgia,31716,natural gas,Natural Gas = 97 MW,Natural Gas Fired Combustion Turbine,99.6,97,,,,,,,97,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-84.08,31.3869
-9082360.5523,5094806.9124,38001,7774,Cleveland Peaking,40577,"American Mun Power-Ohio, Inc",Electric Utility,13611 Aspinwall Ave.,Cleveland,Cuyahoga,Ohio,44114,petroleum,Petroleum = 10.8 MW,Petroleum Liquids,10.8,10.8,,,,,,,,,10.8,,,,"EIA-860, EIA-860M and EIA-923",202406,-81.588233,41.556714
-9403925.4918,4898648.9993,38002,7775,Versailles Peaking,40577,"American Mun Power-Ohio, Inc",Electric Utility,649 E. Water St.,Versailles,Darke,Ohio,45380,petroleum,Petroleum = 5.4 MW,Petroleum Liquids,5.4,5.4,,,,,,,,,5.4,,,,"EIA-860, EIA-860M and EIA-923",202406,-84.4769,40.2247
-9363026.7109,5072694.2744,38003,7776,Napoleon Peaking,40577,"American Mun Power-Ohio, Inc",Electric Utility,1775 Industrial Dr.,Napoleon,Henry,Ohio,43545,petroleum,Petroleum = 5.4 MW,Petroleum Liquids,5.4,5.4,,,,,,,,,5.4,,,,"EIA-860, EIA-860M and EIA-923",202406,-84.1095,41.4079
-9072371.5204,4944961.0897,38004,7777,Dover Peaking,40577,"American Mun Power-Ohio, Inc",Electric Utility,2995 Progress St.,Dover,Tuscarawas,Ohio,44622,petroleum,Petroleum = 10.8 MW,Petroleum Liquids,10.8,10.8,,,,,,,,,10.8,,,,"EIA-860, EIA-860M and EIA-923",202406,-81.4985,40.5416
-9101325.72,4991713.5753,38005,7778,Orrville Peaking,40577,"American Mun Power-Ohio, Inc",Electric Utility,1530 N. Main St.,Orrville,Wayne,Ohio,44667,petroleum,Petroleum = 5.4 MW,Petroleum Liquids,5.4,5.4,,,,,,,,,5.4,,,,"EIA-860, EIA-860M and EIA-923",202406,-81.7586,40.86
-9409502.5983,5080563.8546,38006,7779,Bryan Peaking,40577,"American Mun Power-Ohio, Inc",Electric Utility,1521 Evansport Rd.,Bryan,Williams,Ohio,43506,petroleum,Petroleum = 10.8 MW,Petroleum Liquids,10.8,10.8,,,,,,,,,10.8,,,,"EIA-860, EIA-860M and EIA-923",202406,-84.527,41.4609
-9355301.1382,4932971.2356,38007,7780,Jackson Cntr Peaking,40577,"American Mun Power-Ohio, Inc",Electric Utility,N. State Rt. 65,Jackson Center,Shelby,Ohio,45334,petroleum,Petroleum = 1.8 MW,Petroleum Liquids,1.8,1.8,,,,,,,,,1.8,,,,"EIA-860, EIA-860M and EIA-923",202406,-84.0401,40.4597
-9412207.6619,4864009.7479,38008,7781,Arcanum Peaking,40577,"American Mun Power-Ohio, Inc",Electric Utility,21 Water St.,Arcanum,Darke,Ohio,45304,petroleum,Petroleum = 1.8 MW,Petroleum Liquids,1.8,1.8,,,,,,,,,1.8,,,,"EIA-860, EIA-860M and EIA-923",202406,-84.5513,39.9867
-9408534.1187,4772333.879,38009,7782,Hamilton Peaking,40577,"American Mun Power-Ohio, Inc",Electric Utility,8000 N. Gilmore Rd.,Hamilton,Butler,Ohio,45015,natural gas,Natural Gas = 29 MW,Natural Gas Fired Combustion Turbine,32,29,,,,,,,29,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-84.5183,39.3528
-9310784.4738,5069800.4785,38010,7783,Bowling Green Peaking,40577,"American Mun Power-Ohio, Inc",Electric Utility,811 E. Poe Rd.,Bowling Green,Wood,Ohio,43402,natural gas,Natural Gas = 29 MW,Natural Gas Fired Combustion Turbine,32,29,,,,,,,29,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-83.6402,41.3884
-8690556.7989,5236581.4583,38011,7784,Allegany Cogen,58651,"Allegany Generating Station, LLC",IPP Non-CHP,Rt. 19A,Fillmore,Allegany,New York,14735,natural gas,Natural Gas = 60 MW,Natural Gas Fired Combined Cycle,67,60,,,,,,,60,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-78.0686,42.5027
-12165483.7596,4878505.6469,38013,7790,Bonanza,40230,Deseret Generation & Tran Coop,Electric Utility,12500 East 25500 South,Vernal,Uintah,Utah,84078,coal,"Coal = 458 MW, Solar = 12.5 MW",Conventional Steam Coal; Solar Photovoltaic;,512,470.5,,,458,,,,,,,12.5,,,"EIA-860, EIA-860M and EIA-923",202406,-109.2844,40.0864
-9415335.7396,5099090.1666,38014,7791,Montpelier,40577,"American Mun Power-Ohio, Inc",Electric Utility,1490 Travis Rd.,Montpelier,Williams,Ohio,43543,petroleum,Petroleum = 10.8 MW,Petroleum Liquids,10.8,10.8,,,,,,,,,10.8,,,,"EIA-860, EIA-860M and EIA-923",202406,-84.5794,41.5855
-9765625.0039,5478673.2894,38015,7795,Custer Energy Center,11571,Manitowoc Public Utilities,Electric Utility,5740 West Custer Street,Manitowoc,Manitowoc,Wisconsin,54221,natural gas,Natural Gas = 22 MW,Natural Gas Fired Combustion Turbine,24.5,22,,,,,,,22,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-87.726102,44.085437
-8626971.1058,4685110.6446,38016,7797,Dominion/Lo Mar,11560,City of Manassas - (VA),Electric Utility,10304 Central Park Drive,Manassas,Prince William,Virginia,20110,petroleum,Petroleum = 15.8 MW,Petroleum Liquids,19.2,15.8,,,,,,,,,15.8,,,,"EIA-860, EIA-860M and EIA-923",202406,-77.4974,38.7443
-8628342.7846,4682396.0523,38017,7798,Gateway Gen,11560,City of Manassas - (VA),Electric Utility,10509 Wakeman Drive,Manassas,Prince William,Virginia,20110,petroleum,Petroleum = 3.4 MW,Petroleum Liquids,3.6,3.4,,,,,,,,,3.4,,,,"EIA-860, EIA-860M and EIA-923",202406,-77.509722,38.725278
-9761517.0921,5635212.5031,38018,7799,West Marinette 34,11479,Madison Gas & Electric Co,Electric Utility,W1830 West Cleveland Avenue,Peshtigo,Marinette,Wisconsin,54143,natural gas,Natural Gas = 68.5 MW,Natural Gas Fired Combustion Turbine,83,68.5,,,,,,,68.5,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-87.6892,45.0869
-8876682.9876,4142050.4807,38019,7805,Sherwood H Smith Jr Energy Complex,3046,Duke Energy Progress - (NC),Electric Utility,198 Energy Way,Hamlet,Richmond,North Carolina,28345,natural gas,Natural Gas = 1883 MW,Natural Gas Fired Combined Cycle; Natural Gas Fired Combustion Turbine;,2244.8,1883,,,,,,,1883,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-79.7406,34.8392
-9289606.2747,5425319.6188,38020,7806,Pine Street,16873,Village of Sebewaing - (MI),Electric Utility,350 West Pine,Sebewaing,Huron,Michigan,48759,natural gas,Natural Gas = 7.7 MW,Natural Gas Internal Combustion Engine,7.7,7.7,,,,,,,7.7,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-83.449953,43.740164
-10004249.2417,5266707.4996,38022,7810,Argyle,792,City of Argyle - (WI),Electric Utility,100 E Milwaukee Street,Argyle,Lafayette,Wisconsin,53504,petroleum,Petroleum = 2 MW,Petroleum Liquids,2.2,2,,,,,,,,,2,,,,"EIA-860, EIA-860M and EIA-923",202406,-89.8697,42.7019
-9492981.0844,4021902.3483,38023,7813,Sewell Creek Energy,13994,Oglethorpe Power Corporation,Electric Utility,1031 Sewel Creek Rd,Cedartown,Polk,Georgia,30125,natural gas,Natural Gas = 452.3 MW,Natural Gas Fired Combustion Turbine,570,452.3,,,,,,,452.3,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-85.2769,33.9486
-9071636.8118,4103800.4443,38024,7814,Webb Forging,59159,Central Electric Power,Electric Utility,160 Webb Forging Road,Carlisle,Union,South Carolina,29031,petroleum,Petroleum = 4.8 MW,Petroleum Liquids,5.8,4.8,,,,,,,,,4.8,,,,"EIA-860, EIA-860M and EIA-923",202406,-81.4919,34.5567
-10067291.6958,4803618.1271,38025,7818,Alsey,40307,"Prairie Power, Inc",Electric Utility,Highway 106 South,Alsey,Scott,Illinois,62694,natural gas,Natural Gas = 164.3 MW,Natural Gas Fired Combustion Turbine,173,164.3,,,,,,,164.3,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-90.43602,39.569771
-12861453.2161,3889372.2879,38029,7824,Rockwood,9216,Imperial Irrigation District,Electric Utility,4195 Dogwood Rd.,Brawley,Imperial,California,92227,natural gas,"Natural Gas = 21.2 MW, Petroleum = 21.1 MW",Natural Gas Fired Combustion Turbine; Petroleum Liquids;,49.8,42.3,,,,,,,21.2,,21.1,,,,"EIA-860, EIA-860M and EIA-923",202406,-115.5364,32.9553
-10440922.2083,3976473.8029,38030,7825,Fulton (AR),807,Arkansas Electric Coop Corp,Electric Utility,100 AECC Road,Fulton,Hempstead,Arkansas,71838,natural gas,Natural Gas = 153 MW,Natural Gas Fired Combustion Turbine,154.8,153,,,,,,,153,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-93.7924,33.6094
-8972562.465,4263725.09,38031,7826,Rowan,17650,Southern Power Co,IPP Non-CHP,5755 N.C. Hwy 801,Salisbury,Rowan,North Carolina,28147,natural gas,Natural Gas = 974.4 MW,Natural Gas Fired Combined Cycle; Natural Gas Fired Combustion Turbine;,1192,974.4,,,,,,,974.4,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-80.6019,35.7314
-9201947.4077,4997146.3106,38032,7827,Shelby North,40577,"American Mun Power-Ohio, Inc",Electric Utility,73 W. State St.,Shelby,Richland,Ohio,44875,petroleum,Petroleum = 1.8 MW,Petroleum Liquids,1.8,1.8,,,,,,,,,1.8,,,,"EIA-860, EIA-860M and EIA-923",202406,-82.6625,40.8969
-9200926.9419,4998912.0864,38033,7828,Shelby South,17043,City of Shelby - (OH),Electric Utility,3626 London West Rd.,Shelby,Richland,Ohio,44875,petroleum,Petroleum = 1.8 MW,Petroleum Liquids,1.8,1.8,,,,,,,,,1.8,,,,"EIA-860, EIA-860M and EIA-923",202406,-82.653333,40.908889
-9333738.5528,3893206.9654,38034,7829,Smarr Energy Center,13994,Oglethorpe Power Corporation,Electric Utility,1077 Rumble Rd,Forsyth,Monroe,Georgia,31029,natural gas,Natural Gas = 191.6 MW,Natural Gas Fired Combustion Turbine,242,191.6,,,,,,,191.6,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-83.8464,32.9842
-9520532.6584,5737043.0733,38035,7831,Beaver Island,38084,Great Lakes Energy Coop,Electric Utility,36800 East Side Drive,Beaver Island,Charlevoix,Michigan,49782,petroleum,Petroleum = 2.8 MW,Petroleum Liquids,3.3,2.8,,,,,,,,,2.8,,,,"EIA-860, EIA-860M and EIA-923",202406,-85.5244,45.7291
-9214412.7416,4075590.3272,38036,7834,John S Rainey,17543,South Carolina Public Service Authority,Electric Utility,2900 Opry House Road,Starr,Anderson,South Carolina,29684,natural gas,Natural Gas = 977 MW,Natural Gas Fired Combined Cycle; Natural Gas Fired Combustion Turbine;,1102,977,,,,,,,977,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-82.774478,34.347734
-8478065.7021,4825193.2014,38037,7835,Essential Power Rock Springs LLC,56386,Essential Power Operating Services LLC,IPP Non-CHP,1423 Rising Sun Road,Rising Sun,Cecil,Maryland,21911,natural gas,Natural Gas = 666.9 MW,Natural Gas Fired Combustion Turbine,772.6,666.9,,,,,,,666.9,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-76.15976,39.71901
-8657105.292,4654328.0671,38038,7836,Marsh Run Generation Facility,40229,Old Dominion Electric Coop,Electric Utility,12109 Lucky Hill Road,Remington,Fauquier,Virginia,22734,natural gas,Natural Gas = 481.3 MW,Natural Gas Fired Combustion Turbine,513.3,481.3,,,,,,,481.3,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-77.7681,38.5283
-8706731.521,4596122.842,38039,7837,Louisa Generation Facility,40229,Old Dominion Electric Coop,Electric Utility,3352 Kloeckner Road,Gordonsville,Louisa,Virginia,22942,natural gas,Natural Gas = 466 MW,Natural Gas Fired Combustion Turbine,509.1,466,,,,,,,466,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-78.2139,38.1181
-8657472.6463,4656590.8489,38040,7838,Remington,19876,Virginia Electric & Power Co,Electric Utility,12025 Lucky Hill Road,Remington,Fauquier,Virginia,22734,natural gas,Natural Gas = 604 MW,Natural Gas Fired Combustion Turbine,705.5,604,,,,,,,604,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-77.7714,38.5442
-8628741.0857,4589630.2782,38041,7839,Ladysmith,19876,Virginia Electric & Power Co,Electric Utility,8063 Cedon Road,Woodford,Caroline,Virginia,22580,natural gas,Natural Gas = 809.6 MW,Natural Gas Fired Combustion Turbine,892.5,809.6,,,,,,,809.6,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-77.5133,38.0722
-16280798.355,8645113.3844,38042,7841,Valdez Cogen,4329,"Copper Valley Elec Assn, Inc",Electric Utility,2.5 mile dayville road,Valdez,Valdez Cordova,Alaska,99686,petroleum,Petroleum = 5.1 MW,Petroleum Liquids,5.3,5.1,,,,,,,,,5.1,,,,"EIA-860, EIA-860M and EIA-923",202406,-146.2529,61.0839
-10317410.3389,5434458.2636,38043,7843,Pleasant Valley (MN),7570,Great River Energy,Electric Utility,68435 310th Street,Dexter,Mower,Minnesota,55926,natural gas,Natural Gas = 412.9 MW,Natural Gas Fired Combustion Turbine,467.8,412.9,,,,,,,412.9,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-92.682874,43.799446
-10417390.7151,5589342.1981,38044,7844,Minnesota River,12667,Minnesota Municipal Power Agny,Electric Utility,1040 Dahlen Lane,Chaska,Carver,Minnesota,55318,natural gas,Natural Gas = 39 MW,Natural Gas Fired Combustion Turbine,49,39,,,,,,,39,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-93.581013,44.795231
-9951561.7268,4253636.767,38045,7845,Lagoon Creek,18642,Tennessee Valley Authority,Electric Utility,615 Elm Tree Rd.,Brownsville,Haywood,Tennessee,38012,natural gas,Natural Gas = 1407 MW,Natural Gas Fired Combined Cycle; Natural Gas Fired Combustion Turbine;,1625.2,1407,,,,,,,1407,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-89.3964,35.6578
-9122323.025,3544821.2359,38046,7846,Brandy Branch,9617,JEA,Electric Utility,15701 W. Beaver St.,Baldwin,Duval,Florida,32234,natural gas,Natural Gas = 743.2 MW,Natural Gas Fired Combined Cycle; Natural Gas Fired Combustion Turbine;,783.1,743.2,,,,,,,743.2,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-81.947222,30.320556
-10539815.8836,5141681.8419,38047,7847,Coon Rapids II,4305,City of Coon Rapids,Electric Utility,712 Railway Street,Coon Rapids,Carroll,Iowa,50058,petroleum,Petroleum = 5.1 MW,Petroleum Liquids,5.4,5.1,,,,,,,,,5.1,,,,"EIA-860, EIA-860M and EIA-923",202406,-94.680777,41.871043
-10463842.8914,4686466.6416,38048,7848,Holden,924,"Associated Electric Coop, Inc",Electric Utility,100 SW Route 131,Holden,Johnson,Missouri,64040,natural gas,Natural Gas = 250 MW,Natural Gas Fired Combustion Turbine,321.3,250,,,,,,,250,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-93.9983,38.7538
-10359500.1271,5059058.2873,38049,7849,Knoxville Industrial,12341,MidAmerican Energy Co,Electric Utility,307 S. Godfrey Lane,Knoxville,Marion,Iowa,50138,petroleum,Petroleum = 16 MW,Petroleum Liquids,16,16,,,,,,,,,16,,,,"EIA-860, EIA-860M and EIA-923",202406,-93.060973,41.315962
-10617300.1491,4978577.1018,38050,7850,Shenandoah,12341,MidAmerican Energy Co,Electric Utility,900 W. Ferguson Rd,Shenandoah,Page,Iowa,51601,petroleum,Petroleum = 20 MW,Petroleum Liquids,20,20,,,,,,,,,20,,,,"EIA-860, EIA-860M and EIA-923",202406,-95.37683,40.77069
