X,Y,OBJECTID,Plant_Code,Plant_Name,Utility_ID,Utility_Name,sector_name,Street_Address,City,County,State,Zip,PrimSource,source_desc,tech_desc,Install_MW,Total_MW,Bat_MW,Bio_MW,Coal_MW,Geo_MW,Hydro_MW,HydroPS_MW,NG_MW,Nuclear_MW,Crude_MW,Solar_MW,Wind_MW,Other_MW,Source,Period,Longitude,Latitude
-10826757.4558,3235022.9482,39355,55086,Gregory Power Plant,7667,Gregory Power Partners LLC,IPP Non-CHP,4633A TX HWY 361,Gregory,San Patricio,Texas,78359,natural gas,Natural Gas = 366 MW,Natural Gas Fired Combined Cycle,432,366,,,,,,,366,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-97.258417,27.88929
-9573197.9095,5284705.0808,39356,55087,Zeeland Generating Station,4254,Consumers Energy Co - (MI),Electric Utility,425 Fairview Ave,Zeeland,Ottawa,Michigan,49464,natural gas,Natural Gas = 842.7 MW,Natural Gas Fired Combined Cycle; Natural Gas Fired Combustion Turbine;,968.2,842.7,,,,,,,842.7,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-85.9975,42.8206
-9256660.9374,5206415.787,39357,55088,Dearborn Industrial Generation,4945,Dearborn Industrial Gen Inc,IPP CHP,2400 Miller Road,Dearborn,Wayne,Michigan,48121,natural gas,"Natural Gas = 489 MW, Other = 250 MW",Natural Gas Fired Combined Cycle; Natural Gas Fired Combustion Turbine; Other Gases,747.9,739,,,,,,,489,,,,,250,"EIA-860, EIA-860M and EIA-923",202406,-83.154,42.3026
-10069950.0052,3502110.2692,39358,55089,Taft Cogeneration Facility,13914,Occidental Chemical Corporation,Industrial CHP,266 Highway 3142,Hahnville,St Charles,Louisiana,70057,natural gas,Natural Gas = 738.9 MW,Natural Gas Fired Combined Cycle,894.2,738.9,,,,,,,738.9,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-90.4599,29.9888
-13012174.4633,5996271.0336,39359,55090,Plummer Cogen,54900,Stimson Lumber Company,IPP CHP,732 10th Street,Plummer,Benewah,Idaho,83851,biomass,Biomass = 5.8 MW,Wood/Wood Waste Biomass,6.2,5.8,,5.8,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-116.890352,47.331006
-10803968.4636,3819914.485,39360,55091,Midlothian Energy Facility,12501,Midlothian Energy LLC,IPP Non-CHP,4601 Brookhollow Drive,Midlothian,Ellis,Texas,76065,natural gas,Natural Gas = 1620 MW,Natural Gas Fired Combined Cycle,1734,1620,,,,,,,1620,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-97.0537,32.4302
-7913303.1862,5149462.3607,39361,55093,MM Taunton Energy,57226,MM Taunton Energy LLC,IPP Non-CHP,330 E.Britannie St.,Taunton,Bristol,Massachusetts,2780,biomass,Biomass = 3.6 MW,Landfill Gas,3.6,3.6,,3.6,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-71.086412,41.923068
-13042497.336,3874727.7941,39362,55094,MM San Diego-Miramar,57227,MM San Diego Energy-Miramar,IPP CHP,5244 Convoy Street,San Diego,San Diego,California,92111,biomass,Biomass = 6.4 MW,Landfill Gas,6.4,6.4,,6.4,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-117.162747,32.844845
-9704031.707,5105968.5559,39363,55096,Portside Energy,15343,"Primary Energy Recycling Holdings, LLC",IPP CHP,6290 us hwy. 12,Portage,Porter,Indiana,46368,natural gas,Natural Gas = 53 MW,Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;,61,53,,,,,,,53,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-87.1728,41.6317
-10641030.1249,3979334.5687,39364,55097,Lamar Power Project,60477,LaFrontera Holdings LLC,IPP Non-CHP,3205 FM 137,Paris,Lamar,Texas,75462,natural gas,Natural Gas = 1004 MW,Natural Gas Fired Combined Cycle,1112.6,1004,,,,,,,1004,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-95.59,33.6308
-7850461.9978,5547877.4602,39365,55100,Rumford Power LLC,54821,Rumford Power,IPP Non-CHP,43 Industrial Park Road,Rumford,Oxford,Maine,4276,natural gas,Natural Gas = 251.9 MW,Natural Gas Fired Combined Cycle,274.5,251.9,,,,,,,251.9,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-70.5219,44.5303
-9517254.9673,5203217.1732,39366,55101,Kalamazoo River Generating Station,3838,CMS Generation MI Power LLC,IPP Non-CHP,6900 East Michigan Ave,Comstock,Kalamazoo,Michigan,49011,natural gas,Natural Gas = 72 MW,Natural Gas Fired Combustion Turbine,77.4,72,,,,,,,72,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-85.494956,42.281345
-9432188.9539,5626308.1418,39367,55102,Livingston Generating Station,3838,CMS Generation MI Power LLC,IPP Non-CHP,155 North Townline Road,Gaylord,Otsego,Michigan,49753,natural gas,Natural Gas = 132 MW,Natural Gas Fired Combustion Turbine,170.1,132,,,,,,,132,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-84.730795,45.030397
-13559889.0672,5187062.8679,39368,55103,Klamath Cogeneration Plant,14372,Klamath Energy LLC,IPP CHP,4940 Hwy 97 South,Klamath Falls,Klamath,Oregon,97603,natural gas,Natural Gas = 490 MW,Natural Gas Fired Combined Cycle,501.5,490,,,,,,,490,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-121.810556,42.173889
-7961414.1342,5131321.1944,39369,55107,Rhode Island State Energy Center,6832,RISEC Operating Services,IPP Non-CHP,24 Shun Pike,Johnston,Providence,Rhode Island,2919,natural gas,Natural Gas = 554 MW,Natural Gas Fired Combined Cycle,596,554,,,,,,,554,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-71.5186,41.8017
-9822798.4718,5174935.5906,39370,55109,Rocky Road Power LLC,64030,"Lincoln Operating Services, LLC",IPP Non-CHP,1221 Power Drive,East Dundee,Kane,Illinois,60118,natural gas,Natural Gas = 335.6 MW,Natural Gas Fired Combustion Turbine,415.5,335.6,,,,,,,335.6,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-88.2397,42.0931
-9402567.394,4786653.8951,39371,55110,Madison,15470,"Duke Energy Indiana, LLC",Electric Utility,5657 Kennel Rd,Trenton,Butler,Ohio,45067,natural gas,Natural Gas = 566 MW,Natural Gas Fired Combustion Turbine,692,566,,,,,,,566,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-84.4647,39.4522
-9734484.0443,4854661.6074,39372,55111,Vermillion Energy Facility,3542,Duke Energy Ohio Inc,Electric Utility,2777 N. State Road 63,Cayuga,Vermillion,Indiana,47928,natural gas,Natural Gas = 576 MW,Natural Gas Fired Combustion Turbine,692,576,,,,,,,576,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-87.446358,39.922328
-13547122.614,4729286.1392,39373,55112,Sutter Energy Center,22650,Calpine Corp-Sutter,IPP Non-CHP,5029 South Township Road,Yuba City,Sutter,California,95993,natural gas,Natural Gas = 528 MW,Natural Gas Fired Combined Cycle,636,528,,,,,,,528,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-121.695873,39.053139
-8886601.5542,4346082.9335,39374,55116,Rockingham County CT Station,5416,"Duke Energy Carolinas, LLC",Electric Utility,240 Ernest Drive,Reidsville,Rockingham,North Carolina,27320,natural gas,Natural Gas = 825 MW,Natural Gas Fired Combustion Turbine,977.5,825,,,,,,,825,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-79.8297,36.3297
-10384171.5319,3531989.0815,39375,55117,RS Cogen,14306,Westlake 2 US LLC,Industrial CHP,1300 PPG Drive,Lake Charles,Calcasieu,Louisiana,70602,natural gas,Natural Gas = 415.4 MW,Natural Gas Fired Combined Cycle,493,415.4,,,,,,,415.4,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-93.2826,30.221
-10451073.6553,3497679.5843,39376,55122,NAFTA Region Olefins Complex Cogen Fac,1357,BASF Corp,Industrial CHP,Hwy 366 Gate 99,Port Arthur,Jefferson,Texas,77643,natural gas,Natural Gas = 70 MW,Natural Gas Fired Combustion Turbine,83.2,70,,,,,,,70,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-93.883592,29.954321
-10930460.801,3041289.9693,39377,55123,Magic Valley Generating Station,2877,Calpine Corp-Magic Valley,IPP Non-CHP,3333 N. McColl Rd.,Edinburg,Hidalgo,Texas,78539,natural gas,Natural Gas = 667 MW,Natural Gas Fired Combined Cycle,801,667,,,,,,,667,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-98.19,26.3403
-12705257.7216,4171225.8955,39378,55124,Griffith Energy LLC,56090,Griffith Energy LLC,IPP Non-CHP,3375 West Navajo Drive,Golden Valley,Mohave,Arizona,86413,natural gas,Natural Gas = 570 MW,Natural Gas Fired Combined Cycle,655,570,,,,,,,570,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-114.133272,35.054029
-8137424.4981,5045490.5096,39380,55126,Milford Power Project,12568,Milford Power Co LLC,IPP Non-CHP,55 Shelland Street,Milford,New Haven,Connecticut,6460,natural gas,Natural Gas = 534.3 MW,Natural Gas Fired Combined Cycle,578,534.3,,,,,,,534.3,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-73.099728,41.224355
-11542165.8557,4897547.2639,39381,55127,Manchief Electric Generating Station,15466,Public Service Co of Colorado,IPP Non-CHP,14936 County Road 24,Brush,Morgan,Colorado,80723,natural gas,Natural Gas = 264 MW,Natural Gas Fired Combustion Turbine,300,264,,,,,,,264,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-103.68504,40.217143
-9316929.3097,4003961.2175,39382,55128,"Walton County Power, LLC",59415,"SEPG Operating Services, LLC Walton",IPP Non-CHP,920 Birch Street,Monroe,Walton,Georgia,30656,natural gas,Natural Gas = 454.5 MW,Natural Gas Fired Combustion Turbine,494.1,454.5,,,,,,,454.5,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-83.6954,33.8148
-12444283.4243,3882595.0084,39383,55129,Desert Basin,16572,Salt River Project,Electric Utility,1872 N. Burris Rd.,Casa Grande,Pinal,Arizona,85193,natural gas,Natural Gas = 703.8 MW,Natural Gas Fired Combined Cycle; Natural Gas Fired Combustion Turbine;,745.1,703.8,,,,,,,703.8,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-111.7889,32.9042
-9824846.7504,5083356.8733,39384,55131,Kendall County Generation Facility,57141,Dynegy Kendall Energy LLC,IPP Non-CHP,1401 County Line Road,Minooka,Kendall,Illinois,60447,natural gas,Natural Gas = 1140 MW,Natural Gas Fired Combined Cycle,1256,1140,,,,,,,1140,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-88.2581,41.4797
-10533021.6098,3765650.7942,39385,55132,Tenaska Gateway Generating Station,18518,Tenaska Gateway Partners Ltd,IPP Non-CHP,State Hwy 315 PO Box 697,Mt. Enterprise,Rusk,Texas,75681,natural gas,Natural Gas = 845 MW,Natural Gas Fired Combined Cycle,939.6,845,,,,,,,845,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-94.619743,32.017826
-10365581.1769,5593165.7682,39386,55133,Thomson Reuters Campus Bldg A-D,18981,Thomson Corp,Industrial Non-CHP,610 Opperman Dr,Eagan,Dakota,Minnesota,55123,petroleum,Petroleum = 11.2 MW,Petroleum Liquids,14,11.2,,,,,,,,,11.2,,,,"EIA-860, EIA-860M and EIA-923",202406,-93.1156,44.8196
-9852487.3799,5495451.2732,39387,55135,Alliant Energy Neenah,20856,Wisconsin Power & Light Co,Electric Utility,200 County Road CB,Neenah,Winnebago,Wisconsin,52601,natural gas,Natural Gas = 292.1 MW,Natural Gas Fired Combustion Turbine,371,292.1,,,,,,,292.1,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-88.5064,44.1936
-10906328.4052,3451347.5067,39388,55137,Rio Nogales Power Project,16604,City of San Antonio - (TX),Electric Utility,711 Rio Nogales Drive,Seguin,Guadalupe,Texas,78155,natural gas,Natural Gas = 784.5 MW,Natural Gas Fired Combined Cycle,940.2,784.5,,,,,,,784.5,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-97.973215,29.593056
-9466484.7079,3834534.0327,39389,55138,Walton Discover Power Facility,60492,Walton Discover LLC,IPP Non-CHP,215 Lee County Road 315,Smiths,LEE,Alabama,36877,natural gas,Natural Gas = 100 MW,Natural Gas Fired Combustion Turbine,103,100,,,,,,,100,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-85.038879,32.54098
-10879441.5199,3807262.5967,39390,55139,Wolf Hollow I LP,313,"Wolf Hollow I Power, LLC",IPP Non-CHP,9201 Wolf Hollow Court,Granbury,Hood,Texas,76048,natural gas,Natural Gas = 750.5 MW,Natural Gas Fired Combined Cycle,788.4,750.5,,,,,,,750.5,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-97.731686,32.33422
-9461198.3679,3942982.3623,39391,55141,Hawk Road Facility,13994,Oglethorpe Power Corporation,Electric Utility,624 Hawk Rd,Franklin,Heard,Georgia,30217,natural gas,Natural Gas = 456.3 MW,Natural Gas Fired Combustion Turbine,495,456.3,,,,,,,456.3,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-84.991391,33.358472
-10908130.1111,3475379.0792,39392,55144,Hays Energy Project,1074,"Hays Energy, LLC",IPP Non-CHP,1601 Francis Harris Ln,San Marcos,Hays,Texas,78666,natural gas,Natural Gas = 916 MW,Natural Gas Fired Combined Cycle,989,916,,,,,,,916,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-97.9894,29.7806
-10679390.8215,4298323.721,39393,55146,Green Country Energy LLC,7597,Green Country OP Services LLC,IPP Non-CHP,12307 S. Florence Ave.,Jenks,Tulsa,Oklahoma,74037,natural gas,Natural Gas = 783 MW,Natural Gas Fired Combined Cycle,903.9,783,,,,,,,783,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-95.9346,35.9833
-9686220.5885,4731818.1451,39394,55148,Worthington Generation LLC,9267,"Hoosier Energy R E C, Inc",Electric Utility,"3 Mi S of Worthington, Hwy 57",Worthington,Greene,Indiana,47471,natural gas,Natural Gas = 164.8 MW,Natural Gas Fired Combustion Turbine,242,164.8,,,,,,,164.8,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-87.0128,39.0708
-8003403.7349,5141831.3356,39395,55149,Lake Road Generating Plant,10576,Lake Road Generating Co LP,IPP Non-CHP,56 Alexander Parkway,Dayville,Windham,Connecticut,6241,natural gas,Natural Gas = 828.8 MW,Natural Gas Fired Combined Cycle,840,828.8,,,,,,,828.8,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-71.895799,41.872043
-13312909.411,4204124.9163,39396,55151,La Paloma Generating Plant,61173,CXA La Paloma LLC,IPP Non-CHP,1760 West Skyline Road,McKittrick,Kern,California,93251,natural gas,Natural Gas = 1010 MW,Natural Gas Fired Combined Cycle,1156,1010,,,,,,,1010,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-119.5919,35.2956
-9393817.682,3998067.43,39397,55152,Bank of America Plaza,3790,"600 Peachtree PropCo, LLC",Commercial Non-CHP,600 Peachtree Street N. E.,Atlanta,Fulton,Georgia,30308,petroleum,Petroleum = 2.6 MW,Petroleum Liquids,3,2.6,,,,,,,,,2.6,,,,"EIA-860, EIA-860M and EIA-923",202406,-84.3861,33.7708
-10925106.3335,3455360.7563,39398,55153,Guadalupe Generating Station,57045,Guadalupe Power Partners LP,IPP Non-CHP,5740 Weil Road,Marion,Guadalupe,Texas,78124,natural gas,Natural Gas = 1005 MW,Natural Gas Fired Combined Cycle,1088.2,1005,,,,,,,1005,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-98.1419,29.6244
-10828202.7167,3522562.338,39399,55154,Lost Pines 1 Power Project,11269,Lower Colorado River Authority,Electric Utility,256 Power Plant Road,Bastrop,Bastrop,Texas,78602,natural gas,Natural Gas = 510 MW,Natural Gas Fired Combined Cycle,609,510,,,,,,,510,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-97.2714,30.1478
-8221040.7978,5267084.8372,39400,55155,MM Albany Energy,57229,MM Albany Energy LLC,IPP Non-CHP,5087 Junction Road,Albany,Albany,New York,14094,biomass,Biomass = 5.9 MW,Landfill Gas,5.9,5.9,,5.9,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-73.850866,42.704391
-13290879.2838,4354141.7531,39401,55160,MM Tulare Energy,57231,MM Tulare Energy LLC,IPP Non-CHP,32982 Road 80,Visalia,Tulare,California,93292,biomass,Biomass = 1.6 MW,Landfill Gas,1.8,1.6,,1.6,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-119.394,36.388
-13179052.6214,4068145.578,39402,55161,MM Lopez Energy,57232,MM Lopez Energy LLC,IPP Non-CHP,11950 Lopez Canyon Road,Lake View Terrace,Los Angeles,California,91342,biomass,Biomass = 2.7 MW,Landfill Gas,3,2.7,,2.7,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-118.389444,34.2925
-9508165.063,4634695.5836,39403,55164,Bluegrass Generating Station,5580,"East Kentucky Power Coop, Inc",Electric Utility,3095 Commerce Pkwy,LaGrange,Oldham,Kentucky,40031,natural gas,Natural Gas = 501 MW,Natural Gas Fired Combustion Turbine,624,501,,,,,,,501,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-85.4133,38.3902
-10391117.8681,3524235.975,39404,55165,Calcasieu,11241,Entergy Louisiana LLC,Electric Utility,1519 Davison Road,Sulphur,Calcasieu,Louisiana,70665,natural gas,Natural Gas = 297.4 MW,Natural Gas Fired Combustion Turbine,358.8,297.4,,,,,,,297.4,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-93.345,30.1608
-9080887.4615,4174567.7068,39405,55166,Broad River Energy Center,54810,Broad River Energy LLC,IPP Non-CHP,1124 Victory Trail Road,Gaffney,Cherokee,South Carolina,29340,natural gas,Natural Gas = 862.6 MW,Natural Gas Fired Combustion Turbine,985,862.6,,,,,,,862.6,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-81.575,35.0786
-10859216.3269,3522304.8749,39406,55168,Bastrop Energy Center,49768,"Bastrop Energy Partners, LP",IPP Non-CHP,125 Old Bastrop Road,Cedar Creek,Bastrop,Texas,78602,natural gas,Natural Gas = 575 MW,Natural Gas Fired Combined Cycle,618.7,575,,,,,,,575,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-97.55,30.1458
-7951117.0813,5297401.4594,39407,55170,Granite Ridge,88,Granite Ridge Energy LLC,IPP Non-CHP,21 North Wentworth Avenue,Londonderry,Rockingham,New Hampshire,3053,natural gas,Natural Gas = 668 MW,Natural Gas Fired Combined Cycle,790,668,,,,,,,668,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-71.4261,42.9042
-10837909.7763,3744868.8094,39408,55172,Bosque County Peaking,55899,Calpine Bosque Energy Center LLC,IPP Non-CHP,PO Box 5436,Laquna Park,Bosque,Texas,76644,natural gas,Natural Gas = 763 MW,Natural Gas Fired Combined Cycle,807,763,,,,,,,763,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-97.3586,31.8594
-10287374.3366,3558763.626,39409,55173,Acadia Energy Center,3265,Cleco Power LLC,Electric Utility,30385 Crowley-Eunice Hwy,Eunice,Acadia,Louisiana,70535,natural gas,Natural Gas = 1064.9 MW,Natural Gas Fired Combined Cycle,1389.2,1064.9,,,,,,,1064.9,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-92.413056,30.428611
-10540875.9791,3822275.5153,39410,55176,Eastman Cogeneration Facility,49791,Eastman Cogeneration LP,IPP CHP,"Bldg 121, 2290 Callahan Road",Longview,Harrison,Texas,75602,natural gas,Natural Gas = 417.2 MW,Natural Gas Fired Combined Cycle,467.7,417.2,,,,,,,417.2,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-94.6903,32.4481
-12749610.5237,4145930.1732,39411,55177,South Point Energy Center,50157,South Point Energy Center LLC,IPP Non-CHP,3779 Courtwright Rd.,Mohave Valley,Mohave,Arizona,86440,natural gas,Natural Gas = 476 MW,Natural Gas Fired Combined Cycle,708,476,,,,,,,476,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-114.5317,34.8678
-10497494.7735,4692078.1061,39412,55178,Dogwood Energy Facility,54915,"Dogwood Power Management, LLC",IPP Non-CHP,25111 E 175th Street,Pleasant Hill,Cass,Missouri,64080,natural gas,Natural Gas = 656.5 MW,Natural Gas Fired Combined Cycle,655.2,656.5,,,,,,,656.5,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-94.3006,38.7931
-13015508.2594,6071293.2795,39413,55179,Rathdrum Power LLC,15708,"Rathdrum Operating Services Co., Inc.",IPP Non-CHP,9924 West Lancaster Road,Rathdrum,Kootenai,Idaho,83858,natural gas,Natural Gas = 248 MW,Natural Gas Fired Combined Cycle,301.5,248,,,,,,,248,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-116.9203,47.7858
-13312141.3065,4192415.1783,39414,55182,Sunrise Power LLC,18320,Sunrise Power Co LLC,IPP Non-CHP,12857 Sunrise Road,Fellows,Kern,California,93224,natural gas,Natural Gas = 545 MW,Natural Gas Fired Combined Cycle,685.2,545,,,,,,,545,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-119.585,35.2097
-9975030.3244,5127251.9024,39415,55183,Nelson Energy Center,49893,Invenergy Services LLC,IPP Non-CHP,1311 Nelson Road,Rock Falls,Lee,Illinois,61071,natural gas,Natural Gas = 586 MW,Natural Gas Fired Combined Cycle,627.5,586,,,,,,,586,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-89.607222,41.774444
-13454068.3139,4294196.4626,39416,55184,Aera San Ardo Cogen Facility,24536,Aera Energy LLC-San Ardo,Industrial CHP,66893 Sargent Canyon Rd.,San Ardo,Monterey,California,93450,natural gas,Natural Gas = 5.6 MW,Natural Gas Fired Combustion Turbine,6.2,5.6,,,,,,,5.6,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-120.859952,35.953293
-10588904.1054,3482608.7133,39417,55187,Channelview Cogeneration Plant,56380,EIF Channelview Cogeneration LLC,IPP CHP,8580 Sheldon Road,Channelview,Harris,Texas,77049,natural gas,Natural Gas = 771 MW,Natural Gas Fired Combined Cycle,918.3,771,,,,,,,771,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-95.121744,29.836952
-10049887.8953,5117967.8035,39418,55188,Cordova Energy,4210,Cordova Energy Co LLC,IPP Non-CHP,24712 192nd Ave. North,Cordova,Rock Island,Illinois,61242,natural gas,Natural Gas = 521.2 MW,Natural Gas Fired Combined Cycle,611.2,521.2,,,,,,,521.2,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-90.279679,41.712216
-9027765.8005,3265234.872,39419,55192,Osceola Generating Station (FL),14610,Orlando Utilities Comm,Electric Utility,8400 Community Center Road,St. Cloud,Osceola,Florida,34773,natural gas,Natural Gas = 471 MW,Natural Gas Fired Combustion Turbine,580,471,,,,,,,471,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-81.0978,28.1289
-8453112.3251,4927442.3874,39420,55193,Ontelaunee Energy Center,55649,Ontelaunee Energy Center,IPP Non-CHP,5115 Pottsville Pike,Reading,Berks,Pennsylvania,19605,natural gas,Natural Gas = 548 MW,Natural Gas Fired Combined Cycle,728,548,,,,,,,548,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-75.9356,40.4219
-8879770.211,4945703.3607,39421,55196,Springdale 1 & 2,61267,Springdale Energy LLC,IPP Non-CHP,Butler Street Ext,Springdale,Allegheny,Pennsylvania,15144,natural gas,Natural Gas = 88.5 MW,Natural Gas Fired Combustion Turbine,87.6,88.5,,,,,,,88.5,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-79.768333,40.546667
-9826360.6955,3981420.4347,39422,55197,Caledonia,18642,Tennessee Valley Authority,Electric Utility,255 Lone Oak Rd.,Steens,Lowndes,Mississippi,39766,natural gas,Natural Gas = 765 MW,Natural Gas Fired Combined Cycle,801,765,,,,,,,765,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-88.2717,33.6464
-9195500.4507,4606536.5771,39423,55198,Riverside Generating LLC,16124,Riverside Generating Co LLC,IPP Non-CHP,25038 Hwy 23,Catlettsburg,Lawrence,Kentucky,41129,natural gas,Natural Gas = 825 MW,Natural Gas Fired Combustion Turbine,1150,825,,,,,,,825,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-82.604586,38.191661
-9809874.2789,5077281.607,39424,55199,Elwood Energy LLC,5259,Elwood Energy LLC,IPP Non-CHP,24391 Patterson RD,Elwood,Will,Illinois,60421,natural gas,Natural Gas = 1350 MW,Natural Gas Fired Combustion Turbine,1728,1350,,,,,,,1350,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-88.1236,41.4388
-11688746.9084,4817987.1267,39425,55200,Arapahoe Combustion Turbine Project,58517,"SWG Arapahoe, LLC",IPP Non-CHP,2601 South Platte River  Road,Denver,Denver,Colorado,80223,natural gas,Natural Gas = 122.5 MW,Natural Gas Fired Combined Cycle,194,122.5,,,,,,,122.5,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-105.0018,39.6692
-9840498.2708,4934551.4778,39426,55201,Gibson City Energy Center LLC,65379,"Earthrise Energy, PBC",IPP Non-CHP,545 N. Jordan Dr.,Gibson City,Ford,Illinois,60936,natural gas,Natural Gas = 232 MW,Natural Gas Fired Combustion Turbine,270,232,,,,,,,232,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-88.3987,40.4705
-9946029.1481,4595174.8715,39427,55202,Pinckneyville,19436,Union Electric Co - (MO),Electric Utility,4646 White Walnut Road,Pinckneyville,Perry,Illinois,62274,natural gas,Natural Gas = 316 MW,Natural Gas Fired Combustion Turbine,380,316,,,,,,,316,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-89.3467,38.1114
-9908859.5701,4687622.9501,39428,55204,Kinmundy,19436,Union Electric Co - (MO),Electric Utility,2816 Kinoka Road,Patoka,Marion,Illinois,62854,natural gas,Natural Gas = 208 MW,Natural Gas Fired Combustion Turbine,270,208,,,,,,,208,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-89.0128,38.7619
-10845668.7449,3225531.0334,39429,55206,Corpus Christi Energy Center,4383,Corpus Christi Cogeneration LLC,IPP CHP,3952 Buddy Lawrence Drive,Corpus Christi,Nueces,Texas,78407,natural gas,Natural Gas = 506 MW,Natural Gas Fired Combined Cycle,593.3,506,,,,,,,506,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-97.4283,27.8139
-11710910.619,4868921.731,39430,55207,Valmont Combustion Turbine Project,15466,Public Service Co of Colorado,Electric Utility,1800 N 63rd,Boulder,Boulder,Colorado,80302,natural gas,Natural Gas = 79.8 MW,Natural Gas Fired Combustion Turbine,142.2,79.8,,,,,,,79.8,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-105.2009,40.0205
-11894096.0806,3778308.5331,39432,55210,Afton Generating Station,15473,Public Service Co of NM,Electric Utility,10100 West Afton Road,La Mesa,Dona Ana,New Mexico,88044,natural gas,Natural Gas = 238.6 MW,Natural Gas Fired Combined Cycle,287,238.6,,,,,,,238.6,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-106.846483,32.114185
-7954163.6732,5177557.7611,39433,55211,ANP Bellingham Energy Project,641,Bellingham Power Generation LLC,IPP Non-CHP,155 Maple Street,Bellingham,Norfolk,Massachusetts,2019,natural gas,Natural Gas = 524.2 MW,Natural Gas Fired Combined Cycle,578,524.2,,,,,,,524.2,,,,,,"EIA-860, EIA-860M and EIA-923",202406,-71.453468,42.110577
